"brand","model","trim","year","body_type","fuel_type","transmission","engine_size","seat_count","drivetrain","price","mileage","origin","color","city","posted_date","source","url","price_raw","price_scale","age","age_group","is_high_price","is_high_mileage"
"MERCEDES BENZ","GLC","300 4MATIC",2021,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.429e+09,52000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-6822189",1.429e+09,"Original scale",5,"4-7 nam",TRUE,FALSE
"FORD","EVEREST","TITANIUM 4X2",2023,"SUV","Dầu","Automatic","2","7","RFD - Dẫn động cầu sau",1.225e+09,40000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-6700135",1.225e+09,"Original scale",3,"0-3 nam",FALSE,FALSE
"LEXUS","LX","570",2015,"SUV","Xăng","Automatic","5.7","7","AWD - 4 bánh toàn thời gian",4.25e+09,150000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-lx-570-2015-6778547",4.25e+09,"Original scale",11,"8-12 nam",TRUE,TRUE
"KIA","SEDONA","DAT DELUXE",2020,"Van/Minivan","Dầu","Automatic","2.2","7","FWD - Dẫn động cầu trước",6.6e+08,105,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-sedona-2.2-dat-deluxe-2020-6740735",6.6e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"BMW","X3","SDRIVE20I",2022,"SUV","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.399e+09,24900,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-x3-sdrive20i-2022-6795384",1.399e+09,"Original scale",4,"4-7 nam",TRUE,FALSE
"HONDA","CRV","BẢN THƯỜNG",2009,"SUV","Xăng","Automatic","2.4","5","FWD - Dẫn động cầu trước",2.39e+08,130000,"Nhập khẩu","Nâu","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-honda-crv-2.4-at-2009-6756910",2.39e+08,"Original scale",17,"Tren 12 nam",FALSE,TRUE
"HYUNDAI","SOLATI","LIMOUSINE",2019,"Van/Minivan","Dầu","Manual","2.5","12","RFD - Dẫn động cầu sau",5.1e+08,260000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-solati-limousine-2.5-mt-2019-6774475",5.1e+08,"Original scale",7,"4-7 nam",FALSE,TRUE
"FORD","ECOSPORT","TITANIUM",2016,"SUV","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",2.8e+08,71000,"Lắp ráp trong nước","Nâu","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-6696279",2.8e+08,"Original scale",10,"8-12 nam",FALSE,FALSE
"FORD","TRANSIT","STANDARD MID",2016,"Van/Minivan","Dầu","Manual","2.4","16","RFD - Dẫn động cầu sau",2.95e+08,280000,"Lắp ráp trong nước","Bạc","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-transit-standard-mid-2016-6805910",2.95e+08,"Original scale",10,"8-12 nam",FALSE,TRUE
"KIA","CERATO","BẢN THƯỜNG",2010,"Sedan","Xăng","Automatic","1.6","5","FWD - Dẫn động cầu trước",2.2e+08,90000,"Nhập khẩu","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-cerato-1.6-at-2010-6780771",2.2e+08,"Original scale",16,"Tren 12 nam",FALSE,TRUE
"LEXUS","LX","570",2021,"SUV","Xăng","Automatic","5.7","7","AWD - 4 bánh toàn thời gian",6.99e+09,1e+05,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-lx-570-2021-6822528",6.99e+09,"Original scale",5,"4-7 nam",TRUE,TRUE
"KIA","SEDONA","GATH",2016,"Van/Minivan","Xăng","Automatic","3.3","7","FWD - Dẫn động cầu trước",4.89e+08,0,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-sedona-3.3l-gath-2016-6825618",4.89e+08,"Original scale",10,"8-12 nam",FALSE,FALSE
"BENTLEY","FLYING","SPUR V8 S",2016,"Sedan","Xăng","Automatic","4","5","RFD - Dẫn động cầu sau",6.3e+09,0,"Nhập khẩu","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bentley-flying_spur-v8-s-2016-6804967",6.3e+09,"Original scale",10,"8-12 nam",TRUE,FALSE
"KIA","FRONTIER","K250 THÙNG KÍN",2020,"Truck","Dầu","Manual","2.5","3","RFD - Dẫn động cầu sau",3.25e+08,150000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-frontier-k250-thung-kin-2020-6807929",3.25e+08,"Original scale",6,"4-7 nam",FALSE,TRUE
"LEXUS","LM","500H",2025,"Van/Minivan","Hybrid","Automatic","2.4","6","AWD - 4 bánh toàn thời gian",7.7e+09,7000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-lm-500h-2025-6832074",7.7e+09,"Original scale",1,"0-3 nam",TRUE,FALSE
"MERCEDES BENZ","GLC","300 4MATIC",2023,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",2.27e+09,30000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-6701006",2.27e+09,"Original scale",3,"0-3 nam",TRUE,FALSE
"VINFAST","VF9","PLUS 7S",2025,"SUV","Điện","Automatic",NA,"7","AWD - 4 bánh toàn thời gian",1.235e+09,21000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf9-plus-7s-2025-6824330",1.235e+09,"Original scale",1,"0-3 nam",FALSE,FALSE
"FORD","TERRITORY","TITANIUM",2022,"SUV","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",7.55e+08,90000,"Lắp ráp trong nước","Nâu","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2022-6833825",7.55e+08,"Original scale",4,"4-7 nam",FALSE,TRUE
"TOYOTA","INNOVA","G",2012,"Crossover","Xăng","Automatic","2","8","RFD - Dẫn động cầu sau",2.75e+08,0,"Lắp ráp trong nước","Bạc","Hải Phòng","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-innova-2.0g-2012-6805111",2.75e+08,"Original scale",14,"Tren 12 nam",FALSE,FALSE
"LANDROVER","RANGE","ROVER AUTOBIOGRAPHY LWB V8 AWD",2024,"SUV","Xăng","Automatic","4.4","5","AWD - 4 bánh toàn thời gian",1.09e+10,29000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-4.4-v8-awd-2024-6833424",1.09e+10,"Original scale",2,"0-3 nam",TRUE,FALSE
"AUDI","A6","TFSI",2014,"Sedan","Xăng","Automatic","2","5","FWD - Dẫn động cầu trước",4.68e+08,92000,"Nhập khẩu","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-audi-a6-2.0-tfsi-2014-6717656",4.68e+08,"Original scale",12,"8-12 nam",FALSE,TRUE
"MITSUBISHI","OUTLANDER","BẢN THƯỜNG",2023,"SUV","Xăng","Automatic","2","7","FWD - Dẫn động cầu trước",6.65e+08,38000,"Lắp ráp trong nước","Xám","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-6664305",6.65e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"TOYOTA","VIOS","G",2020,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",3.55e+08,70000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-vios-1.5g-2020-6787203",3.55e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"FORD","RANGER","XLS 4X2",2016,"Bán tải / Pickup","Dầu","Manual","2.2","5","RFD - Dẫn động cầu sau",3.4e+08,110000,"Nhập khẩu","Cát","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2016-6785449",3.4e+08,"Original scale",10,"8-12 nam",FALSE,TRUE
"SUZUKI","JIMNY","4X4",2024,"SUV","Xăng","Automatic","1.5","4","4WD - Dẫn động 4 bánh",7.89e+08,12000,"Nhập khẩu","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-suzuki-jimny-1.5l-4x4-at-2024-6824904",7.89e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"MERCEDES BENZ","GLC","300 4MATIC",2021,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.46e+09,76000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-6735122",1.46e+09,"Original scale",5,"4-7 nam",TRUE,FALSE
"HONDA","CITY","BẢN THƯỜNG",2018,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",3.11e+08,92000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-honda-city-1.5-2018-6828243",3.11e+08,"Original scale",8,"8-12 nam",FALSE,TRUE
"TOYOTA","COROLLA","CROSS V",2022,"SUV","Xăng","Automatic","1.8","5","FWD - Dẫn động cầu trước",6.68e+08,37000,"Nhập khẩu","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-6795724",6.68e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"KIA","CERATO","LUXURY",2019,"Sedan","Xăng","Automatic","1.6","5","FWD - Dẫn động cầu trước",4.15e+08,83000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2019-6801583",4.15e+08,"Original scale",7,"4-7 nam",FALSE,TRUE
"MERCEDES BENZ","C","CLASS C200",2017,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",6.89e+08,79000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-c_class-c200-2017-6833809",6.89e+08,"Original scale",9,"8-12 nam",FALSE,FALSE
"LANDROVER","RANGE","ROVER HSE",2014,"SUV","Xăng","Automatic","3","5","AWD - 4 bánh toàn thời gian",1.866e+09,0,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2014-6727419",1.866e+09,"Original scale",12,"8-12 nam",TRUE,FALSE
"MITSUBISHI","XPANDER","PREMIUM",2023,"SUV","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",4.99e+08,63000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-6799690",4.99e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"MITSUBISHI","XPANDER","BẢN THƯỜNG",2019,"SUV","Xăng","Manual","1.5","7","FWD - Dẫn động cầu trước",3.36e+08,110000,"Nhập khẩu","Nâu","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2019-6812563",3.36e+08,"Original scale",7,"4-7 nam",FALSE,TRUE
"TOYOTA","VIOS","E",2017,"Sedan","Xăng","Manual","1.5","5","FWD - Dẫn động cầu trước",2.43e+08,120000,"Lắp ráp trong nước","Cát","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-vios-1.5e-2017-6820240",2.43e+08,"Original scale",9,"8-12 nam",FALSE,TRUE
"MITSUBISHI","XPANDER","BẢN THƯỜNG",2019,"SUV","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",3.78e+08,89000,"Nhập khẩu","Nâu","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-6833151",3.78e+08,"Original scale",7,"4-7 nam",FALSE,TRUE
"FORD","EVEREST","PLATINUM 4X4",2024,"SUV","Dầu","Automatic","2","7","4WD - Dẫn động 4 bánh",1.489e+09,30000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-everest-platinum-2.0l-4x4-at-2024-6817364",1.489e+09,"Original scale",2,"0-3 nam",TRUE,FALSE
"FORD","EVEREST","TITANIUM PLUS 4X4",2024,"SUV","Dầu","Automatic","2","7","4WD - Dẫn động 4 bánh",1.368e+09,28000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2024-6706959",1.368e+09,"Original scale",2,"0-3 nam",FALSE,FALSE
"HYUNDAI","SANTAFE","CAO CẤP HTRAC",2022,"SUV","Dầu","Automatic","2.2","7","AWD - 4 bánh toàn thời gian",9.5e+08,70000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-6790249",9.5e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"MERCEDES BENZ","GLC","300 4MATIC",2024,"SUV","Hybrid","Automatic","2","5","AWD - 4 bánh toàn thời gian",2.399e+09,12000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2024-6738583",2.399e+09,"Original scale",2,"0-3 nam",TRUE,FALSE
"TOYOTA","CAMRY","Q",2020,"Sedan","Xăng","Automatic","2.5","5","FWD - Dẫn động cầu trước",8.95e+08,60000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-camry-2.5q-2020-6633543",8.95e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"HYUNDAI","SANTAFE","PREMIUM HTRAC",2020,"SUV","Dầu","Automatic","2.2","7","AWD - 4 bánh toàn thời gian",8.55e+08,0,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2020-6745962",8.55e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"TOYOTA","VELOZ","CROSS TOP",2024,"SUV","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",5.45e+08,41700,"Lắp ráp trong nước","Đỏ","Đăk Lăk","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2024-6811843",5.45e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"VINFAST","VF3","PLUS",2025,"Hatchback","Điện","Automatic",NA,"4","RFD - Dẫn động cầu sau",2.32e+08,35268,"Lắp ráp trong nước","Vàng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf3-plus-2025-6818526",2.32e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"MG","ZS","LUXURY 2WD",2025,"Crossover","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",4.9e+08,21000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2025-6801972",4.9e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"HONDA","CITY","BẢN THƯỜNG",2016,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",2.65e+08,11000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-honda-city-1.5-at-2016-6780469",2.65e+08,"Original scale",10,"8-12 nam",FALSE,FALSE
"VOLVO","XC60","ULTIMATE BRIGHT B6 AWD",2022,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.63e+09,52000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-volvo-xc60-ultimate-bright-b6-awd-2022-6803510",1.63e+09,"Original scale",4,"4-7 nam",TRUE,FALSE
"FORD","RANGER","WILDTRAK 4X2",2017,"Bán tải / Pickup","Dầu","Automatic","2.2","5","RFD - Dẫn động cầu sau",4.6e+08,120000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-wildtrak-2.2l-4x2-at-2017-6817948",4.6e+08,"Original scale",9,"8-12 nam",FALSE,TRUE
"FORD","TRANSIT","PREMIUM",2024,"Van/Minivan","Dầu","Manual","2.3","16","RFD - Dẫn động cầu sau",8.45e+08,26000,"Lắp ráp trong nước","Cát","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-transit-premium-2024-6710809",8.45e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"KIA","SELTOS","PREMIUM",2021,"Crossover","Xăng","Automatic","1.4","5","FWD - Dẫn động cầu trước",5.39e+08,70000,"Lắp ráp trong nước","Vàng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2021-6543396",5.39e+08,"Original scale",5,"4-7 nam",FALSE,FALSE
"HYUNDAI","TUCSON","CRDI ĐẶC BIỆT",2024,"Crossover","Dầu","Automatic","2","5","FWD - Dẫn động cầu trước",8.95e+08,11000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2024-6493143",8.95e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"VINFAST","VF8","PLUS AWD",2023,"SUV","Điện","Automatic",NA,"5","AWD - 4 bánh toàn thời gian",7.25e+08,53000,"Lắp ráp trong nước","Xanh","Phú Thọ","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6612798",7.25e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"VINFAST","VF3","PLUS",2025,"Hatchback","Điện","Automatic",NA,"4","RFD - Dẫn động cầu sau",2.39e+08,5,"Lắp ráp trong nước","Đỏ","Vĩnh Phúc","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf3-plus-2025-6633813",2.39e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"TOYOTA","INNOVA","E",2016,"Crossover","Xăng","Manual","2","8","RFD - Dẫn động cầu sau",3.15e+08,139636,"Lắp ráp trong nước","Trắng","Đồng Tháp","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-innova-2.0e-2016-6833796",3.15e+08,"Original scale",10,"8-12 nam",FALSE,TRUE
"LEXUS","LX","570 SUPER SPORT",2018,"SUV","Xăng","Automatic","5.7","7","AWD - 4 bánh toàn thời gian",5.65e+09,82000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-lx-570-super-sport-2018-6803390",5.65e+09,"Original scale",8,"8-12 nam",TRUE,TRUE
"MAZDA","3","SPORT LUXURY",2020,"Hatchback","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",4.95e+08,65000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2020-6735181",4.95e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"TOYOTA","VIOS","G",2022,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",4.3e+08,80000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-6818127",4.3e+08,"Original scale",4,"4-7 nam",FALSE,TRUE
"FORD","TERRITORY","TITANIUM X",2024,"SUV","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",7.99e+08,20000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-6760562",7.99e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"MERCEDES BENZ","GLC","200",2020,"SUV","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.11e+09,48139,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-200-2020-6591409",1.11e+09,"Original scale",6,"4-7 nam",FALSE,FALSE
"TOYOTA","CAMRY","Q",2021,"Sedan","Xăng","Automatic","2.5","5","FWD - Dẫn động cầu trước",9e+08,68000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-camry-2.5q-2021-6710032",9e+08,"Original scale",5,"4-7 nam",FALSE,FALSE
"KIA","CARNIVAL","SIGNATURE D",2024,"Van/Minivan","Dầu","Automatic","2.2","7","FWD - Dẫn động cầu trước",1.299e+09,42000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-6807903",1.299e+09,"Original scale",2,"0-3 nam",FALSE,FALSE
"KIA","SELTOS","PREMIUM",2023,"Crossover","Xăng","Automatic","1.4","5","FWD - Dẫn động cầu trước",6.29e+08,16000,"Lắp ráp trong nước","Xanh","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2023-6772610",6.29e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"HYUNDAI","CRETA","CAO CẤP",2022,"SUV","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",5.85e+08,67000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2022-6774154",5.85e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"MERCEDES BENZ","C","CLASS C200 AVANTGARDE",2022,"Sedan","Xăng","Automatic","1.5","5","RFD - Dẫn động cầu sau",1.199e+09,11800,"Lắp ráp trong nước","Xanh","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-6723347",1.199e+09,"Original scale",4,"4-7 nam",FALSE,FALSE
"KIA","CARNIVAL","SIGNATURE D",2021,"Van/Minivan","Dầu","Automatic","2.2","7","FWD - Dẫn động cầu trước",9.99e+08,95000,"Lắp ráp trong nước","Xanh","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-carnival-signature-2.2d-2021-6790135",9.99e+08,"Original scale",5,"4-7 nam",FALSE,TRUE
"PORSCHE","PANAMERA","V6",2017,"Sedan","Xăng","Automatic","3","4","RFD - Dẫn động cầu sau",2.75e+09,110000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-porsche-panamera-3.0-v6-2017-6642299",2.75e+09,"Original scale",9,"8-12 nam",TRUE,TRUE
"TOYOTA","ALPHARD","LUXURY EXECUTIVE LOUNGE",2022,"Van/Minivan","Xăng","Automatic","3.5","7","FWD - Dẫn động cầu trước",3.1e+09,52000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2022-6585302",3.1e+09,"Original scale",4,"4-7 nam",TRUE,FALSE
"HONDA","CRV","L",2019,"SUV","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",6.8e+08,58000,"Nhập khẩu","Đỏ","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-honda-crv-l-2019-6810538",6.8e+08,"Original scale",7,"4-7 nam",FALSE,FALSE
"TOYOTA","YARIS","BẢN THƯỜNG",2007,"Hatchback","Xăng","Automatic","1.3","5","FWD - Dẫn động cầu trước",1.75e+08,0,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-yaris-1.3-at-2007-6807077",1.75e+08,"Original scale",19,"Tren 12 nam",FALSE,FALSE
"VINFAST","VF8","PLUS AWD",2023,"SUV","Điện","Automatic",NA,"5","AWD - 4 bánh toàn thời gian",5.85e+08,45000,"Lắp ráp trong nước","Cam","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6692503",5.85e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"MAZDA","CX5","PREMIUM",2020,"SUV","Xăng","Automatic","2","5","FWD - Dẫn động cầu trước",6.45e+08,78000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-6723256",6.45e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"BMW","5","SERIES 520I",2015,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",5.99e+08,11000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-5_series-520i-2015-6730674",5.99e+08,"Original scale",11,"8-12 nam",FALSE,FALSE
"MAZDA","3","LUXURY",2024,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",5.62e+08,30000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5l-luxury-2024-6713878",5.62e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"MAZDA","3","PREMIUM",2023,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",6.1e+08,20000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5l-premium-2023-6606885",6.1e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"VINFAST","VF8","ECO AWD",2023,"SUV","Điện","Automatic",NA,"5","AWD - 4 bánh toàn thời gian",6e+08,36000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6692534",6e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"TOYOTA","PRADO","VX",2018,"SUV","Xăng","Automatic","2.7","7","AWD - 4 bánh toàn thời gian",1.72e+09,141000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-prado-vx-2.7l-2018-6812593",1.72e+09,"Original scale",8,"8-12 nam",TRUE,TRUE
"MAZDA","3","LUXURY",2021,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",4.6e+08,140000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5l-luxury-2021-6780490",4.6e+08,"Original scale",5,"4-7 nam",FALSE,TRUE
"VINFAST","VF8","ECO AWD",2023,"SUV","Điện","Automatic",NA,"5","AWD - 4 bánh toàn thời gian",6.6e+08,32000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6761823",6.6e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
