"brand","model","trim","year","body_type","fuel_type","transmission","engine_size","seat_count","drivetrain","price","mileage","origin","color","city","posted_date","source","url","price_raw","price_scale","age","age_group","is_high_price","is_high_mileage"
"MERCEDES BENZ","GLC","300 4MATIC",2020,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.379e+09,62000,"Lắp ráp trong nước","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-6655717",1.379e+09,"Original scale",6,"4-7 nam",FALSE,FALSE
"BMW","3","SERIES 320I SPORT LINE",2023,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.179e+09,61000,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-3_series-320i-sport-line-2023-6744877",1.179e+09,"Original scale",3,"0-3 nam",FALSE,FALSE
"MERCEDES BENZ","GLC","200",2021,"SUV","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.179e+09,51000,"Lắp ráp trong nước","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-200-2021-6733845",1.179e+09,"Original scale",5,"4-7 nam",FALSE,FALSE
"MAZDA","3","BẢN THƯỜNG",2018,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",4.25e+08,75000,"Lắp ráp trong nước","Trắng","Hải Dương","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5-at-2018-6244495",4.25e+08,"Original scale",8,"8-12 nam",FALSE,FALSE
"TOYOTA","VELOZ","CROSS TOP",2025,"SUV","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",5.75e+08,33000,"Lắp ráp trong nước","Bạc","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2025-6833575",5.75e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"KIA","CERATO","BẢN THƯỜNG",2014,"Hatchback","Xăng","Automatic","1.6","5","FWD - Dẫn động cầu trước",3.16e+08,10000,"Nhập khẩu","Đỏ","Hải Phòng","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-cerato-1.6-at-2014-6824520",3.16e+08,"Original scale",12,"8-12 nam",FALSE,FALSE
"BENTLEY","CONTINENTAL","GT",2008,"Coupe","Xăng","Automatic","6","4","AWD - 4 bánh toàn thời gian",1.75e+09,40000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bentley-continental-gt-2008-6778523",1.75e+09,"Original scale",18,"Tren 12 nam",TRUE,FALSE
"MERCEDES BENZ","V","CLASS V250 LUXURY",2021,"Van/Minivan","Xăng","Automatic","2","7","RFD - Dẫn động cầu sau",1.469e+09,56000,"Nhập khẩu","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-v_class-v250-luxury-2021-6816953",1.469e+09,"Original scale",5,"4-7 nam",TRUE,FALSE
"MERCEDES BENZ","C","CLASS C43 AMG 4MATIC",2023,"Sedan","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.899e+09,37000,"Lắp ráp trong nước","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-c_class-c43-amg-4matic-2023-6808546",1.899e+09,"Original scale",3,"0-3 nam",TRUE,FALSE
"MERCEDES BENZ","GLC","200",2022,"SUV","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.339e+09,43000,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-200-2022-6807264",1.339e+09,"Original scale",4,"4-7 nam",FALSE,FALSE
"MERCEDES BENZ","C","CLASS C200 AVANTGARDE PLUS",2022,"Sedan","Xăng","Automatic","1.5","5","RFD - Dẫn động cầu sau",1.358e+09,27000,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-6800407",1.358e+09,"Original scale",4,"4-7 nam",FALSE,FALSE
"LEXUS","LM","300H ROYAL LOUNGE",2020,"Van/Minivan","Hybrid","Automatic","2.5","4","AWD - 4 bánh toàn thời gian",4.849e+09,30000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-lm-300h-royal-lounge-2020-6691902",4.849e+09,"Original scale",6,"4-7 nam",TRUE,FALSE
"LEXUS","LM","500H",2024,"Van/Minivan","Hybrid","Automatic","2.4","4","AWD - 4 bánh toàn thời gian",8.579e+09,10000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-lm-500h-2024-6655503",8.579e+09,"Original scale",2,"0-3 nam",TRUE,FALSE
"FORD","FOCUS","TREND",2018,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",3.69e+08,70000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-focus-trend-1.5l-2018-6816869",3.69e+08,"Original scale",8,"8-12 nam",FALSE,FALSE
"HYUNDAI","SANTAFE","4WD",2015,"SUV","Xăng","Automatic","2.4","7","4WD - Dẫn động 4 bánh",5.19e+08,56000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2015-6792273",5.19e+08,"Original scale",11,"8-12 nam",FALSE,FALSE
"KIA","K3","PREMIUM",2024,"Sedan","Xăng","Automatic","1.6","5","FWD - Dẫn động cầu trước",5.79e+08,48000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-k3-premium-1.6-at-2024-6830258",5.79e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"FORD","RANGER","WILDTRAK 4X4",2021,"Bán tải / Pickup","Dầu","Automatic","2","5","4WD - Dẫn động 4 bánh",6.79e+08,110000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2021-6785739",6.79e+08,"Original scale",5,"4-7 nam",FALSE,TRUE
"HYUNDAI","KONA","TURBO",2020,"SUV","Xăng","Automatic","1.6","5","FWD - Dẫn động cầu trước",4.99e+08,80000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-kona-1.6-turbo-2020-6775776",4.99e+08,"Original scale",6,"4-7 nam",FALSE,TRUE
"HYUNDAI","SANTAFE","CAO CẤP HTRAC",2022,"SUV","Xăng","Automatic","2.5","7","AWD - 4 bánh toàn thời gian",9.99e+08,42000,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2022-6805022",9.99e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"VOLKSWAGEN","TIGUAN","ALLSPACE",2022,"SUV","Xăng","Automatic","2","7","AWD - 4 bánh toàn thời gian",1.219e+09,16000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-volkswagen-tiguan-allspace-2022-6609460",1.219e+09,"Original scale",4,"4-7 nam",FALSE,FALSE
"BMW","5","SERIES 520I",2025,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",2.579e+09,6868,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-5_series-520i-2025-6833693",2.579e+09,"Original scale",1,"0-3 nam",TRUE,FALSE
"KIA","SORENTO","DAT PREMIUM",2020,"SUV","Dầu","Automatic","2.2","7","FWD - Dẫn động cầu trước",6.25e+08,80000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-sorento-2.2-dat-premium-2020-6830691",6.25e+08,"Original scale",6,"4-7 nam",FALSE,TRUE
"MAZDA","CX5","PREMIUM EXCLUSIVE",2024,"SUV","Xăng","Automatic","2","5","FWD - Dẫn động cầu trước",7.99e+08,40000,"Lắp ráp trong nước","Xanh","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-cx5-premium-exclusive-2.0-at-2024-6827108",7.99e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"VINFAST","VF3","PLUS",2025,"Hatchback","Điện","Automatic",NA,"4","RFD - Dẫn động cầu sau",2.34e+08,0,"Lắp ráp trong nước","Trắng","Bình Dương","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf3-plus-2025-6653419",2.34e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"FORD","TERRITORY","TITANIUM X",2024,"SUV","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",7.55e+08,26000,"Lắp ráp trong nước","Đỏ","Ninh Bình","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-6826625",7.55e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"KIA","CARNIVAL","SIGNATURE D",2022,"Van/Minivan","Dầu","Automatic","2.2","7","FWD - Dẫn động cầu trước",1.089e+09,37000,"Lắp ráp trong nước","Đỏ","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-6823225",1.089e+09,"Original scale",4,"4-7 nam",FALSE,FALSE
"FORD","RANGER","WILDTRAK 4X4",2019,"Bán tải / Pickup","Dầu","Automatic","2","5","4WD - Dẫn động 4 bánh",5.67e+08,90000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2019-6733113",5.67e+08,"Original scale",7,"4-7 nam",FALSE,TRUE
"NISSAN","SUNNY","XV PREMIUM S",2018,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",2.89e+08,66000,"Lắp ráp trong nước","Xanh","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-nissan-sunny-xv-premium-s-2018-6700593",2.89e+08,"Original scale",8,"8-12 nam",FALSE,FALSE
"VINFAST","VF5","PLUS",2024,"SUV","Điện","Automatic",NA,"5","FWD - Dẫn động cầu trước",3.79e+08,0,"Lắp ráp trong nước","Cam","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf5-plus-2024-6204551",3.79e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"TOYOTA","CAMRY","Q",2019,"Sedan","Xăng","Automatic","2.5","5","FWD - Dẫn động cầu trước",7.8e+08,0,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-camry-2.5q-2019-6822860",7.8e+08,"Original scale",7,"4-7 nam",FALSE,FALSE
"BMW","5","SERIES 520I",2025,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",2.579e+09,6800,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-5_series-520i-2025-6830284",2.579e+09,"Original scale",1,"0-3 nam",TRUE,FALSE
"FORD","EVEREST","4X2",2015,"SUV","Dầu","Automatic","2.5","7","RFD - Dẫn động cầu sau",3.99e+08,70000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2015-6797791",3.99e+08,"Original scale",11,"8-12 nam",FALSE,FALSE
"TOYOTA","VIOS","G",2025,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",5.18e+08,4500,"Lắp ráp trong nước","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2025-6694621",5.18e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"AUDI","TT","TFSI",2016,"Coupe","Xăng","Automatic","2","4","FWD - Dẫn động cầu trước",9.95e+08,0,"Nhập khẩu","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-audi-tt-2.0-tfsi-2016-6728191",9.95e+08,"Original scale",10,"8-12 nam",FALSE,FALSE
"MERCEDES BENZ","S","CLASS S450L LUXURY",2019,"Sedan","Xăng","Automatic","3","5","RFD - Dẫn động cầu sau",2.289e+09,73333,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-6725755",2.289e+09,"Original scale",7,"4-7 nam",TRUE,FALSE
"FORD","RANGER","XLS 4X2",2023,"Bán tải / Pickup","Dầu","Automatic","2","5","RFD - Dẫn động cầu sau",5.85e+08,25000,"Lắp ráp trong nước","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-6834224",5.85e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"PORSCHE","718","CAYMAN",2021,"Coupe","Xăng","Automatic","2","2","RFD - Dẫn động cầu sau",3.38e+09,9000,"Nhập khẩu","Xám","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-porsche-718-cayman-2.0-at-2021-6834223",3.38e+09,"Original scale",5,"4-7 nam",TRUE,FALSE
"BMW","3","SERIES 320I M SPORT",2024,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.539e+09,17000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-3_series-320i-m-sport-2024-6824592",1.539e+09,"Original scale",2,"0-3 nam",TRUE,FALSE
"MERCEDES BENZ","GLE","CLASS GLE 400 4MATIC COUPE",2018,"Coupe","Xăng","Automatic","3","5","AWD - 4 bánh toàn thời gian",1.699e+09,70000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-gle_class-gle-400-4matic-coupe-2018-6747105",1.699e+09,"Original scale",8,"8-12 nam",TRUE,FALSE
"FORD","RANGER","XLS 4X2",2024,"Bán tải / Pickup","Dầu","Automatic","2","5","RFD - Dẫn động cầu sau",6.25e+08,34000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-6710494",6.25e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"TOYOTA","FORTUNER","G 4X2",2018,"SUV","Dầu","Automatic","2.4","7","RFD - Dẫn động cầu sau",8.19e+08,117000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2018-6682904",8.19e+08,"Original scale",8,"8-12 nam",FALSE,TRUE
"TOYOTA","PRADO","VX",2018,"SUV","Xăng","Automatic","2.7","7","AWD - 4 bánh toàn thời gian",1.829e+09,140000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-prado-vx-2.7l-2018-6633117",1.829e+09,"Original scale",8,"8-12 nam",TRUE,TRUE
"LANDROVER","RANGE","ROVER AUTOBIOGRAPHY LWB",2014,"SUV","Xăng","Automatic","5","4","AWD - 4 bánh toàn thời gian",2.58e+09,60000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2014-6316748",2.58e+09,"Original scale",12,"8-12 nam",TRUE,FALSE
"VOLKSWAGEN","TERAMONT","BẢN THƯỜNG",2021,"SUV","Xăng","Automatic","2","7","AWD - 4 bánh toàn thời gian",1.295e+09,86400,"Nhập khẩu","Xám","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-volkswagen-teramont-2.0-at-2021-6833248",1.295e+09,"Original scale",5,"4-7 nam",FALSE,TRUE
"ISUZU","DMAX","LS 4X2",2016,"Bán tải / Pickup","Dầu","Manual","2.5","5","RFD - Dẫn động cầu sau",2.7e+08,340000,"Nhập khẩu","Cát","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-isuzu-dmax-ls-2.5-4x2-mt-2016-6788454",2.7e+08,"Original scale",10,"8-12 nam",FALSE,TRUE
"TOYOTA","PRADO","VX",2019,"SUV","Xăng","Automatic","2.7","7","AWD - 4 bánh toàn thời gian",1.86e+09,150000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-6732744",1.86e+09,"Original scale",7,"4-7 nam",TRUE,TRUE
"LANDROVER","RANGE","ROVER HSE",2016,"SUV","Xăng","Automatic","3","5","AWD - 4 bánh toàn thời gian",2.49e+09,70000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2016-6832813",2.49e+09,"Original scale",10,"8-12 nam",TRUE,FALSE
"TOYOTA","SIENNA","LIMITED",2016,"Van/Minivan","Xăng","Automatic","3.5","7","FWD - Dẫn động cầu trước",1.45e+09,80000,"Nhập khẩu","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-sienna-limited-3.5-2016-6833065",1.45e+09,"Original scale",10,"8-12 nam",TRUE,TRUE
"MAZDA","3","LUXURY",2022,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",5.28e+08,59000,"Lắp ráp trong nước","Xanh","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-6799697",5.28e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"HYUNDAI","STARGAZER","CAO CẤP",2022,"Van/Minivan","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",4.45e+08,72000,"Nhập khẩu","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-stargazer-cao-cap-1.5-at-2022-6709174",4.45e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"TOYOTA","INNOVA","E",2023,"Crossover","Xăng","Manual","2","8","RFD - Dẫn động cầu sau",6.18e+08,74000,"Lắp ráp trong nước","Đồng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2023-6625889",6.18e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"HYUNDAI","SANTAFE","PREMIUM HTRAC",2020,"SUV","Xăng","Automatic","2.4","7","AWD - 4 bánh toàn thời gian",8.15e+08,80000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-6720228",8.15e+08,"Original scale",6,"4-7 nam",FALSE,TRUE
"FORD","RANGER","XLS 4X2",2018,"Bán tải / Pickup","Dầu","Automatic","2.2","5","RFD - Dẫn động cầu sau",4.45e+08,98000,"Nhập khẩu","Xám","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2018-6619674",4.45e+08,"Original scale",8,"8-12 nam",FALSE,TRUE
"TOYOTA","COROLLA","CROSS V",2020,"SUV","Xăng","Automatic","1.8","5","FWD - Dẫn động cầu trước",6.26e+08,65000,"Nhập khẩu","Xanh","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2020-6709830",6.26e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"MAZDA","3","LUXURY",2024,"Sedan","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",5.65e+08,16000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-3-1.5l-luxury-2024-6786017",5.65e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"TOYOTA","VELOZ","CROSS TOP",2024,"SUV","Xăng","Automatic","1.5","7","FWD - Dẫn động cầu trước",5.25e+08,40000,"Lắp ráp trong nước","Bạc","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2024-6826906",5.25e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"MERCEDES BENZ","GLC","200 4MATIC",2021,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.22e+09,50000,"Lắp ráp trong nước","Xanh","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-6732797",1.22e+09,"Original scale",5,"4-7 nam",FALSE,FALSE
"BMW","3","SERIES 320I SPORT LINE",2024,"Sedan","Xăng","Automatic","2","5","RFD - Dẫn động cầu sau",1.439e+09,12999,"Lắp ráp trong nước","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-bmw-3_series-320i-sport-line-2024-6777559",1.439e+09,"Original scale",2,"0-3 nam",TRUE,FALSE
"TOYOTA","WIGO","G",2018,"Hatchback","Xăng","Automatic","1.2","5","FWD - Dẫn động cầu trước",2.59e+08,70000,"Nhập khẩu","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-wigo-1.2g-at-2018-6764182",2.59e+08,"Original scale",8,"8-12 nam",FALSE,FALSE
"HYUNDAI","KONA","ĐẶC BIỆT",2020,"SUV","Xăng","Automatic","2","5","FWD - Dẫn động cầu trước",4.79e+08,79000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-kona-dac-biet-2.0-at-2020-6802733",4.79e+08,"Original scale",6,"4-7 nam",FALSE,FALSE
"PEUGEOT","2008","GT LINE 2021",2008,"Crossover","Xăng","Automatic","1.2","5","FWD - Dẫn động cầu trước",5.29e+08,45000,"Lắp ráp trong nước","Vàng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2021-6822015",5.29e+08,"Original scale",18,"Tren 12 nam",FALSE,FALSE
"LEXUS","NX","300",2019,"SUV","Xăng","Automatic","2","5","AWD - 4 bánh toàn thời gian",1.59e+09,97000,"Nhập khẩu","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-nx-300-2019-6767285",1.59e+09,"Original scale",7,"4-7 nam",TRUE,TRUE
"VINFAST","VF6","PLUS",2024,"SUV","Điện","Automatic",NA,"5","FWD - Dẫn động cầu trước",5.99e+08,0,"Lắp ráp trong nước","Xám","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-vinfast-vf6-plus-2024-6753267",5.99e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"FORD","RANGER","STORMTRAK 4X4",2024,"Bán tải / Pickup","Dầu","Automatic","2","5","4WD - Dẫn động 4 bánh",9.79e+08,11000,"Nhập khẩu","Xám","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-stormtrak-2.0l-4x4-at-2024-6718819",9.79e+08,"Original scale",2,"0-3 nam",FALSE,FALSE
"HYUNDAI","ACCENT","ĐẶC BIỆT",2022,"Sedan","Xăng","Automatic","1.4","5","FWD - Dẫn động cầu trước",4.28e+08,60000,"Lắp ráp trong nước","Trắng","Hòa Bình","05-06-2026","bonbanh.com","https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-6708521",4.28e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"MAZDA","CX5","LUXURY",2023,"SUV","Xăng","Automatic","2","5","FWD - Dẫn động cầu trước",7.2e+08,30000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2023-6705849",7.2e+08,"Original scale",3,"0-3 nam",FALSE,FALSE
"HONDA","JAZZ","RS",2019,"Hatchback","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",3.48e+08,60000,"Nhập khẩu","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-honda-jazz-rs-2019-6820865",3.48e+08,"Original scale",7,"4-7 nam",FALSE,FALSE
"FORD","TERRITORY","TITANIUM X",2025,"SUV","Xăng","Automatic","1.5","5","FWD - Dẫn động cầu trước",7.85e+08,10000,"Lắp ráp trong nước","Đỏ","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2025-6823678",7.85e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"TOYOTA","PRADO","VX",2018,"SUV","Xăng","Automatic","2.7","7","AWD - 4 bánh toàn thời gian",1.72e+09,140000,"Nhập khẩu","Đen","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-prado-vx-2.7l-2018-6815485",1.72e+09,"Original scale",8,"8-12 nam",TRUE,TRUE
"KIA","CARNIVAL","PREMIUM D 8S",2025,"Van/Minivan","Dầu","Automatic","2.2","8","FWD - Dẫn động cầu trước",1.45e+09,2000,"Lắp ráp trong nước","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-kia-carnival-premium-2.2d-8s-2025-6721588",1.45e+09,"Original scale",1,"0-3 nam",TRUE,FALSE
"MERCEDES BENZ","C","CLASS C200 AVANTGARDE",2023,"Sedan","Xăng","Automatic","1.5","5","RFD - Dẫn động cầu sau",1.258e+09,21000,"Lắp ráp trong nước","Xanh","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2023-6799531",1.258e+09,"Original scale",3,"0-3 nam",FALSE,FALSE
"LEXUS","ES","250",2018,"Sedan","Xăng","Automatic","2.5","5","FWD - Dẫn động cầu trước",1.47e+09,80000,"Nhập khẩu","Vàng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-lexus-es-250-2018-6817752",1.47e+09,"Original scale",8,"8-12 nam",TRUE,TRUE
"FORD","RANGER","STORMTRAK 4X4",2025,"Bán tải / Pickup","Dầu","Automatic","2","5","4WD - Dẫn động 4 bánh",9.6e+08,19000,"Nhập khẩu","Bạc","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-ranger-stormtrak-2.0l-4x4-at-2025-6826001",9.6e+08,"Original scale",1,"0-3 nam",FALSE,FALSE
"FORD","TOURNEO","TITANIUM",2019,"Van/Minivan","Xăng","Automatic","2","7","FWD - Dẫn động cầu trước",6.49e+08,0,"Lắp ráp trong nước","Bạc","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-tourneo-titanium-2.0-at-2019-6831690",6.49e+08,"Original scale",7,"4-7 nam",FALSE,FALSE
"TOYOTA","COROLLA","CROSS V",2022,"SUV","Xăng","Automatic","1.8","5","FWD - Dẫn động cầu trước",7.15e+08,40000,"Nhập khẩu","Trắng","Hà Nội","05-06-2026","bonbanh.com","https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-6696626",7.15e+08,"Original scale",4,"4-7 nam",FALSE,FALSE
"FORD","EVEREST","TITANIUM PLUS 4X4",2025,"SUV","Dầu","Automatic","2","7","4WD - Dẫn động 4 bánh",1.39e+09,0,"Nhập khẩu","Trắng","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2025-6819874",1.39e+09,"Original scale",1,"0-3 nam",TRUE,FALSE
"FORD","EVEREST","PLATINUM 4X4",2025,"SUV","Dầu","Automatic","2","7","4WD - Dẫn động 4 bánh",1.49e+09,0,"Nhập khẩu","Đen","TP HCM","05-06-2026","bonbanh.com","https://bonbanh.com/xe-ford-everest-platinum-2.0l-4x4-at-2025-6833528",1.49e+09,"Original scale",1,"0-3 nam",TRUE,FALSE
